"","index","input_gene","ortholog_gene"
"N4BP3",4424,"N4BP3","N4BP3"
"B4GALT7",4425,"B4GALT7","B4GALT7"
"TMED9",4426,"TMED9","TMED9"
"YTHDC2",4427,"YTHDC2","YTHDC2"
"SNX2",4428,"SNX2","SNX2"
"TEX10",4429,"TEX10","TEX10"
"SNX24",4431,"SNX24","SNX24"
"KCNN2",4432,"KCNN2","KCNN2"
"PPIC",4435,"PPIC","PPIC"
"CAVIN4",4437,"CAVIN4","CAVIN4"
"PLPPR1",4439,"PLPPR1","PLPPR1"
"CEP120",4442,"CEP120","CEP120"
"MRPL50",4443,"MRPL50","MRPL50"
"ZNF189",4444,"ZNF189","ZNF189"
"CCDC112",4445,"CCDC112","CCDC112"
"RNF20",4446,"RNF20","RNF20"
"CSNK1G3",4448,"CSNK1G3","CSNK1G3"
"FEM1C",4450,"FEM1C","FEM1C"
"ZNF608",4453,"ZNF608","ZNF608"
"TRIM32",4455,"TRIM32","TRIM32"
"TLR4",4456,"TLR4","TLR4"
"TMED7",4458,"TMED7","TMED7"
"GRAMD2B",4460,"GRAMD2B","GRAMD2B"
"NFIB",4461,"NFIB","NFIB"
"CDK5RAP2",4462,"CDK5RAP2","CDK5RAP2"
"CDO1",4463,"CDO1","CDO1"
"ATG12",4465,"ATG12","ATG12"
"P4HA2",4466,"P4HA2","P4HA2"
"AP3S1",4467,"AP3S1","AP3S1"
"ALDH7A1",4468,"ALDH7A1","ALDH7A1"
"FBXW2",4470,"FBXW2","FBXW2"
"PDLIM4",4471,"PDLIM4","PDLIM4"
"ZDHHC21",4475,"ZDHHC21","ZDHHC21"
"PHAX",4476,"PHAX","PHAX"
"ECPAS",4477,"ECPAS","ECPAS"
"ZNF483",4478,"ZNF483","ZNF483"
"PTGR1",4479,"PTGR1","PTGR1"
"DNAJC25",4480,"DNAJC25","DNAJC25"
"FREM1",4482,"FREM1","FREM1"
"SLC22A4",4483,"SLC22A4","SLC22A5"
"C5",4484,"C5","C5"
"LMNB1",4485,"LMNB1","LMNB1"
"TTC39B",4486,"TTC39B","TTC39B"
"IRF1",4487,"IRF1","IRF1"
"IL5",4488,"IL5","IL5"
"UGCG",4489,"UGCG","UGCG"
"MARCHF3",4490,"MARCHF3","MARCHF3"
"C11H5orf63",4491,"C11H5orf63","C5orf63"
"RAD50",4493,"RAD50","RAD50"
"COMMD10",4494,"COMMD10","COMMD10"
"SUSD1",4495,"SUSD1","SUSD1"
"CNTRL",4496,"CNTRL","CNTRL"
"MEGF10",4497,"MEGF10","MEGF10"
"PSIP1",4498,"PSIP1","PSIP1"
"KIF3A",4499,"KIF3A","KIF3A"
"CCDC171",4500,"CCDC171","CCDC171"
"PRRC1",4501,"PRRC1","PRRC1"
"IL13",4504,"IL13","IL13"
"PTBP3",4505,"PTBP3","PTBP3"
"RAB14",4506,"RAB14","RAB14"
"IL4",4507,"IL4","IL4"
"GSN",4508,"GSN","GSN"
"SLC12A2",4509,"SLC12A2","SLC12A2"
"HSDL2",4510,"HSDL2","HSDL2"
"STOM",4511,"STOM","STOM"
"SEPTIN8",4512,"SEPTIN8","SEPTIN8"
"GDF9",4513,"GDF9","GDF9"
"KIAA1958",4515,"KIAA1958","KIAA1958"
"INIP",4516,"INIP","INIP"
"SNX30",4517,"SNX30","SNX30"
"SLC46A2",4518,"SLC46A2","SLC46A2"
"UQCRQ",4519,"UQCRQ","UQCRQ"
"SLC27A6",4520,"SLC27A6","SLC27A6"
"LEAP2",4521,"LEAP2","LEAP2"
"AFF4",4522,"AFF4","AFF4"
"ZCCHC10",4523,"ZCCHC10","ZCCHC10"
"HSPA4",4524,"HSPA4","HSPA4"
"FSTL4",4525,"FSTL4","FSTL4"
"C11H5orf15",4526,"C11H5orf15","C5orf15"
"VDAC1",4527,"VDAC1","VDAC1"
"TCF7",4528,"TCF7","TCF7"
"PPP2CA",4530,"PPP2CA","PPP2CA"
"CDKL3",4531,"CDKL3","CDKL3"
"UBE2B",4532,"UBE2B","UBE2B"
"CDKN2AIPNL",4533,"CDKN2AIPNL","CDKN2AIPNL"
"JADE2",4534,"JADE2","JADE2"
"SAR1B",4535,"SAR1B","SAR1B"
"SEC24A",4536,"SEC24A","SEC24A"
"CAMLG",4537,"CAMLG","CAMLG"
"DDX46",4538,"DDX46","DDX46"
"C11H5orf24",4539,"C11H5orf24","C5orf24"
"TXNDC15",4540,"TXNDC15","TXNDC15"
"PCBD2",4541,"PCBD2","PCBD2"
"MACROH2A1",4542,"MACROH2A1","MACROH2A1"
"TIFAB",4543,"TIFAB","TIFAB"
"CXCL14",4544,"CXCL14","CXCL14"
"TGFBI",4545,"TGFBI","TGFBI"
"SMAD5",4546,"SMAD5","SMAD5"
"TSSK4",4548,"TSSK4","TSSK4"
"BCL11B",4549,"BCL11B","BCL11B"
"FOS",4550,"FOS","FOS"
"EAPP",4551,"EAPP","EAPP"
"SETD3",4552,"SETD3","SETD3"
"CHMP4A",4553,"CHMP4A","CHMP4A"
"SNX6",4554,"SNX6","SNX6"
"PPP2R5C",4555,"PPP2R5C","PPP2R5C"
"MDP1",4556,"MDP1","MDP1"
"CCNK",4557,"CCNK","CCNK"
"NEDD8",4558,"NEDD8","NEDD8"
"CYP46A1",4559,"CYP46A1","CYP46A1"
"GMPR2",4560,"GMPR2","GMPR2"
"DYNC1H1",4561,"DYNC1H1","DYNC1H1"
"CFL2",4563,"CFL2","CFL2"
"EVL",4564,"EVL","EVL"
"TINF2",4565,"TINF2","TINF2"
"BAZ1A",4566,"BAZ1A","BAZ1A"
"SRP54",4567,"SRP54","SRP54"
"YY1",4568,"YY1","YY1"
"SLC25A29",4569,"SLC25A29","SLC25A29"
"FLVCR2",4570,"FLVCR2","FLVCR2"
"WARS1",4571,"WARS1","WARS1"
"ERG28",4572,"ERG28","ERG28"
"WDR25",4573,"WDR25","WDR25"
"TGM1",4575,"TGM1","TGM1"
"FAM177A1",4576,"FAM177A1","FAM177A1"
"PPP2R3C",4577,"PPP2R3C","PPP2R3C"
"HSP90AA1",4578,"HSP90AA1","HSP90AA1"
"RABGGTA",4579,"RABGGTA","RABGGTA"
"WDR20",4581,"WDR20","WDR20"
"TTLL5",4582,"TTLL5","TTLL5"
"DHRS1",4584,"DHRS1","DHRS1"
"NOP9",4585,"NOP9","NOP9"
"LTB4R",4587,"LTB4R","LTB4R"
"NFKBIA",4588,"NFKBIA","NFKBIA"
"ADCY4",4589,"ADCY4","ADCY4"
"MOK",4590,"MOK","MOK"
"RIPK3",4591,"RIPK3","RIPK3"
"RALGAPA1",4592,"RALGAPA1","RALGAPA1"
"ZFP36L1",4593,"ZFP36L1","ZFP36L1"
"ACTN1",4594,"ACTN1","ACTN1"
"TGFB3",4595,"TGFB3","TGFB3"
"IFT43",4596,"IFT43","IFT43"
"BRMS1L",4597,"BRMS1L","BRMS1L"
"MBIP",4598,"MBIP","MBIP"
"GPATCH2L",4599,"GPATCH2L","GPATCH2L"
"ZNF839",4600,"ZNF839","ZNF839"
"CINP",4601,"CINP","CINP"
"TECPR2",4602,"TECPR2","TECPR2"
"DCAF5",4603,"DCAF5","DCAF5"
"ANKRD9",4604,"ANKRD9","ANKRD9"
"RCOR1",4605,"RCOR1","RCOR1"
"TRAF3",4608,"TRAF3","TRAF3"
"VASH1",4609,"VASH1","VASH1"
"KHNYN",4610,"KHNYN","KHNYN"
"EFCAB11",4611,"EFCAB11","EFCAB11"
"ERH",4612,"ERH","ERH"
"SDR39U1",4613,"SDR39U1","SDR39U1"
"SLC39A9",4614,"SLC39A9","SLC39A9"
"TDP1",4615,"TDP1","TDP1"
"CDC42BPB",4616,"CDC42BPB","CDC42BPB"
"ZDHHC22",4619,"ZDHHC22","ZDHHC22"
"MIPOL1",4620,"MIPOL1","MIPOL1"
"CMA1",4621,"CMA1","CMA1"
"PSMC1",4622,"PSMC1","PSMC1"
"CIPC",4623,"CIPC","CIPC"
"SUSD6",4624,"SUSD6","SUSD6"
"NRDE2",4625,"NRDE2","NRDE2"
"TNFAIP2",4626,"TNFAIP2","TNFAIP2"
"SRSF5",4627,"SRSF5","SRSF5"
"MARK3",4628,"MARK3","MARK3"
"POMT2",4629,"POMT2","POMT2"
"GSTZ1",4630,"GSTZ1","GSTZ1"
"SLC10A1",4631,"SLC10A1","SLC10A1"
"CALM1",4632,"CALM1","CALM1"
"GZMB",4633,"GZMB","GZMB"
"SMOC1",4634,"SMOC1","SMOC1"
"SEC23A",4635,"SEC23A","SEC23A"
"TMED8",4636,"TMED8","TMED8"
"STXBP6",4637,"STXBP6","STXBP6"
"GEMIN2",4638,"GEMIN2","GEMIN2"
"TTC7B",4639,"TTC7B","TTC7B"
"SAMD15",4640,"SAMD15","SAMD15"
"NOXRED1",4641,"NOXRED1","NOXRED1"
"RPS6KA5",4642,"RPS6KA5","RPS6KA5"
"BRF1",4643,"BRF1","BRF1"
"NOVA1",4646,"NOVA1","NOVA1"
"COX16",4647,"COX16","COX16"
"VIPAS39",4649,"VIPAS39","VIPAS39"
"SYNJ2BP",4650,"SYNJ2BP","SYNJ2BP"
"TRAPPC6B",4651,"TRAPPC6B","TRAPPC6B"
"BTBD6",4653,"BTBD6","BTBD6"
"PNN",4654,"PNN","PNN"
"PACS2",4655,"PACS2","PACS2"
"CCDC88C",4659,"CCDC88C","CCDC88C"
"MED6",4660,"MED6","MED6"
"PPP4R3A",4662,"PPP4R3A","PPP4R3A"
"ZNF496",4664,"ZNF496","ZNF496"
"TTC9",4665,"TTC9","TTC9"
"NLRP3",4666,"NLRP3","NLRP3"
"MAP3K9",4667,"MAP3K9","MAP3K9"
"CRIP2",4668,"CRIP2","CRIP2"
"PCNX1",4669,"PCNX1","PCNX1"
"CRIP1",4670,"CRIP1","CRIP1"
"TMEM121",4672,"TMEM121","TMEM121"
"SIPA1L1",4675,"SIPA1L1","SIPA1L1"
"GON7",4676,"GON7","GON7"
"UBR7",4681,"UBR7","UBR7"
"TRMT61A",4682,"TRMT61A","TRMT61A"
"BTBD7",4683,"BTBD7","BTBD7"
"COA8",4684,"COA8","COA8"
"BAG5",4689,"BAG5","BAG5"
"COCH",4691,"COCH","COCH"
"STRN3",4696,"STRN3","STRN3"
"FBLN5",4698,"FBLN5","FBLN5"
"RGS6",4703,"RGS6","RGS6"
"ACTR10",4704,"ACTR10","ACTR10"
"PSMA3",4709,"PSMA3","PSMA3"
"ARID4A",4712,"ARID4A","ARID4A"
"XRCC3",4713,"XRCC3","XRCC3"
"LRR1",4716,"LRR1","LRR1"
"ZFYVE21",4717,"ZFYVE21","ZFYVE21"
"MGAT2",4720,"MGAT2","MGAT2"
"PPP1R13B",4721,"PPP1R13B","PPP1R13B"
"AP4S1",4724,"AP4S1","AP4S1"
"POLE2",4725,"POLE2","POLE2"
"FBXO33",4730,"FBXO33","FBXO33"
"KLHDC1",4731,"KLHDC1","KLHDC1"
"KLHDC2",4733,"KLHDC2","KLHDC2"
"HECTD1",4734,"HECTD1","HECTD1"
"TRAV21",4735,"TRAV21","TRAV21"
"KIAA0586",4736,"KIAA0586","KIAA0586"
"TRAV24",4739,"TRAV24","TRAV24"
"AHSA1",4742,"AHSA1","AHSA1"
"NEMF",4744,"NEMF","NEMF"
"TRAV29DV5",4745,"TRAV29DV5","TRAV29DV5"
"TRAV34",4749,"TRAV34","TRAV34"
"SPTLC2",4750,"SPTLC2","SPTLC2"
"C8H14orf28",4751,"C8H14orf28","C14orf28"
"ALKBH1",4752,"ALKBH1","ALKBH1"
"ARF6",4754,"ARF6","ARF6"
"KLHL28",4755,"KLHL28","KLHL28"
"SLIRP",4756,"SLIRP","SLIRP"
"VCPKMT",4758,"VCPKMT","VCPKMT"
"HEATR5A",4759,"HEATR5A","HEATR5A"
"TOGARAM1",4761,"TOGARAM1","TOGARAM1"
"SNW1",4764,"SNW1","SNW1"
"SOS2",4766,"SOS2","SOS2"
"ADCK1",4769,"ADCK1","ADCK1"
"CPSF2",4770,"CPSF2","CPSF2"
"PRPF39",4772,"PRPF39","PRPF39"
"ADSS1",4774,"ADSS1","ADSS1"
"RIN3",4776,"RIN3","RIN3"
"MIS18BP1",4777,"MIS18BP1","MIS18BP1"
"ABHD4",4778,"ABHD4","ABHD4"
"LGMN",4779,"LGMN","LGMN"
"OXA1L",4781,"OXA1L","OXA1L"
"DTD2",4782,"DTD2","DTD2"
"SLC7A7",4783,"SLC7A7","SLC7A7"
"MRPL52",4784,"MRPL52","MRPL52"
"FKBP3",4785,"FKBP3","FKBP3"
"FANCM",4786,"FANCM","FANCM"
"L2HGDH",4787,"L2HGDH","L2HGDH"
"DMAC2L",4788,"DMAC2L","DMAC2L"
"MMP14",4789,"MMP14","MMP14"
"SIVA1",4790,"SIVA1","SIVA1"
"GOLGA5",4791,"GOLGA5","GOLGA5"
"NUBPL",4792,"NUBPL","NUBPL"
"CEP128",4793,"CEP128","CEP128"
"LRP10",4794,"LRP10","LRP10"
"MAP4K5",4796,"MAP4K5","MAP4K5"
"AKT1",4797,"AKT1","AKT1"
"DAAM1",4798,"DAAM1","DAAM1"
"ITPK1",4799,"ITPK1","ITPK1"
"RBM23",4802,"RBM23","RBM23"
"PRMT5",4803,"PRMT5","PRMT5"
"DPF3",4805,"DPF3","DPF3"
"L3HYPDH",4807,"L3HYPDH","L3HYPDH"
"PLD4",4808,"PLD4","PLD4"
"ZFYVE1",4810,"ZFYVE1","ZFYVE1"
"ARHGAP5",4812,"ARHGAP5","ARHGAP5"
"CDCA4",4813,"CDCA4","CDCA4"
"AJUBA",4814,"AJUBA","AJUBA"
"ATL1",4815,"ATL1","ATL1"
"JKAMP",4816,"JKAMP","JKAMP"
"RBM25",4819,"RBM25","RBM25"
"ASB2",4820,"ASB2","ASB2"
"SAV1",4821,"SAV1","SAV1"
"PSEN1",4822,"PSEN1","PSEN1"
"AKAP6",4823,"AKAP6","AKAP6"
"OTUB2",4824,"OTUB2","OTUB2"
"NIN",4825,"NIN","NIN"
"C8H14orf93",4826,"C8H14orf93","C14orf93"
"DDX24",4827,"DDX24","DDX24"
"GTF2A1",4828,"GTF2A1","GTF2A1"
"LRRC9",4831,"LRRC9","LRRC9"
"STON2",4832,"STON2","STON2"
"EGLN3",4833,"EGLN3","EGLN3"
"PSMB5",4834,"PSMB5","PSMB5"
"PCNX4",4836,"PCNX4","PCNX4"
"SEL1L",4837,"SEL1L","SEL1L"
"PPP4R4",4838,"PPP4R4","PPP4R4"
"ACIN1",4839,"ACIN1","ACIN1"
"DHRS7",4840,"DHRS7","DHRS7"
"NUMB",4842,"NUMB","NUMB"
"PPM1A",4843,"PPM1A","PPM1A"
"SERPINA1",4844,"SERPINA1","SERPINA1"
"GALC",4845,"GALC","GALC"
"MNAT1",4846,"MNAT1","MNAT1"
"TRMT5",4847,"TRMT5","TRMT5"
"SLC38A6",4848,"SLC38A6","SLC38A6"
"PRKCH",4849,"PRKCH","PRKCH"
"DICER1",4850,"DICER1","DICER1"
"RIOX1",4851,"RIOX1","RIOX1"
"ACOT6",4852,"ACOT6","ACOT6"
"HIF1A",4854,"HIF1A","HIF1A"
"CLMN",4855,"CLMN","CLMN"
"DNAL1",4856,"DNAL1","DNAL1"
"SYNE3",4857,"SYNE3","SYNE3"
"PNMA1",4858,"PNMA1","PNMA1"
"MIDEAS",4859,"MIDEAS","MIDEAS"
"GLRX5",4860,"GLRX5","GLRX5"
"SNAPC1",4861,"SNAPC1","SNAPC1"
"PPP2R5E",4864,"PPP2R5E","PPP2R5E"
"GPR65",4865,"GPR65","GPR65"
"CEBPE",4866,"CEBPE","CEBPE"
"WDR89",4868,"WDR89","WDR89"
"SGPP1",4869,"SGPP1","SGPP1"
"PYGL",4870,"PYGL","PYGL"
"TRIM9",4871,"TRIM9","TRIM9"
"TMX1",4872,"TMX1","TMX1"
"SPATA7",4873,"SPATA7","SPATA7"
"ATG2B",4874,"ATG2B","ATG2B"
"SLC7A8",4875,"SLC7A8","SLC7A8"
"ZNF410",4876,"ZNF410","ZNF410"
"FRMD6",4877,"FRMD6","FRMD6"
"GNG2",4878,"GNG2","GNG2"
"PTPN21",4879,"PTPN21","PTPN21"
"SYNE2",4880,"SYNE2","SYNE2"
"ZC3H14",4881,"ZC3H14","ZC3H14"
"NID2",4882,"NID2","NID2"
"GSKIP",4883,"GSKIP","GSKIP"
"FAM161B",4884,"FAM161B","FAM161B"
"COQ6",4885,"COQ6","COQ6"
"EML5",4886,"EML5","EML5"
"PTGDR",4888,"PTGDR","PTGDR"
"TTC8",4889,"TTC8","TTC8"
"PTGER2",4890,"PTGER2","PTGER2"
"RNF212B",4891,"RNF212B","RNF212B"
"ENTPD5",4892,"ENTPD5","ENTPD5"
"PAPOLA",4893,"PAPOLA","PAPOLA"
"HOMEZ",4894,"HOMEZ","HOMEZ"
"TXNDC16",4895,"TXNDC16","TXNDC16"
"PPP1R3E",4896,"PPP1R3E","PPP1R3E"
"BBOF1",4897,"BBOF1","BBOF1"
"PABPN1",4898,"PABPN1","PABPN1"
"GPR137C",4899,"GPR137C","GPR137C"
"ERO1A",4900,"ERO1A","ERO1A"
"MTHFD1",4901,"MTHFD1","MTHFD1"
"VRK1",4902,"VRK1","VRK1"
"ALDH6A1",4904,"ALDH6A1","ALDH6A1"
"LIN52",4905,"LIN52","LIN52"
"VSX2",4906,"VSX2","VSX2"
"ABCD4",4907,"ABCD4","ABCD4"
"AKAP5",4908,"AKAP5","AKAP5"
"ZBTB25",4909,"ZBTB25","ZBTB25"
"ZBTB1",4910,"ZBTB1","ZBTB1"
"NPC2",4911,"NPC2","NPC2"
"ISCA2",4912,"ISCA2","ISCA2"
"HSPA2",4913,"HSPA2","HSPA2"
"PLEKHG3",4914,"PLEKHG3","PLEKHG3"
"AREL1",4915,"AREL1","AREL1"
"SPTB",4917,"SPTB","SPTB"
"YLPM1",4918,"YLPM1","YLPM1"
"RAB15",4920,"RAB15","RAB15"
"MAX",4921,"MAX","MAX"
"DLST",4922,"DLST","DLST"
"FUT8",4924,"FUT8","FUT8"
"PGF",4925,"PGF","PGF"
"GPHN",4926,"GPHN","GPHN"
"EIF2B2",4927,"EIF2B2","EIF2B2"
"MLH3",4929,"MLH3","MLH3"
"PLEK2",4931,"PLEK2","PLEK2"
"ATP6V1D",4933,"ATP6V1D","ATP6V1D"
"ZC2HC1C",4934,"ZC2HC1C","ZC2HC1C"
"EIF2S1",4935,"EIF2S1","EIF2S1"
"NEK9",4936,"NEK9","NEK9"
"PIGH",4938,"PIGH","PIGH"
"ARG2",4939,"ARG2","ARG2"
"ZFYVE26",4941,"ZFYVE26","ZFYVE26"
"RAD51B",4942,"RAD51B","RAD51B"
"STYX",4943,"STYX","STYX"
"GNPNAT1",4944,"GNPNAT1","GNPNAT1"
"MYH7",4945,"MYH7","MYH7"
"DDHD1",4946,"DDHD1","DDHD1"
"BMP4",4948,"BMP4","BMP4"
"CDKN3",4949,"CDKN3","CDKN3"
"NGDN",4951,"NGDN","NGDN"
"ZFHX2",4952,"ZFHX2","ZFHX2"
"THTPA",4953,"THTPA","THTPA"
"CGRRF1",4954,"CGRRF1","CGRRF1"
"JPH4",4955,"JPH4","JPH4"
"SAMD4A",4956,"SAMD4A","SAMD4A"
"GCH1",4957,"GCH1","GCH1"
"WDHD1",4958,"WDHD1","WDHD1"
"MAPK1IP1L",4959,"MAPK1IP1L","MAPK1IP1L"
"LGALS3",4961,"LGALS3","LGALS3"
"DLGAP5",4962,"DLGAP5","DLGAP5"
"FBXO34",4963,"FBXO34","FBXO34"
"ATG14",4964,"ATG14","ATG14"
"TBPL2",4965,"TBPL2","TBPL2"
"KTN1",4966,"KTN1","KTN1"
"NRL",4968,"NRL","NRL"
"PCK2",4969,"PCK2","PCK2"
"PELI2",4970,"PELI2","PELI2"
"DCAF11",4971,"DCAF11","DCAF11"
"TMEM260",4972,"TMEM260","TMEM260"
"FITM1",4973,"FITM1","FITM1"
"PSME1",4974,"PSME1","PSME1"
"EXOC5",4977,"EXOC5","EXOC5"
"AP5M1",4978,"AP5M1","AP5M1"
"EMC9",4979,"EMC9","EMC9"
"PSME2",4980,"PSME2","PSME2"
"NAA30",4981,"NAA30","NAA30"
"ARMH4",4983,"ARMH4","ARMH4"
"REC8",4984,"REC8","REC8"
"IPO4",4985,"IPO4","IPO4"
"CYB5R4",4987,"CYB5R4","CYB5R4"
"UFL1",4988,"UFL1","UFL1"
"IL17F",4989,"IL17F","IL17F"
"MCM3",4990,"MCM3","MCM3"
"NDUFAF4",4991,"NDUFAF4","NDUFAF4"
"KLHL32",4992,"KLHL32","KLHL32"
"CEP162",4993,"CEP162","CEP162"
"NT5E",4995,"NT5E","NT5E"
"SNX14",4996,"SNX14","SNX14"
"MMS22L",4997,"MMS22L","MMS22L"
"PAQR8",4998,"PAQR8","PAQR8"
"SYNCRIP",4999,"SYNCRIP","SYNCRIP"
"FBXL4",5000,"FBXL4","FBXL4"
"EFHC1",5001,"EFHC1","EFHC1"
"FAXC",5002,"FAXC","FAXC"
"COQ3",5003,"COQ3","COQ3"
"PNISR",5004,"PNISR","PNISR"
"CGA",5005,"CGA","CGA"
"USP45",5006,"USP45","USP45"
"ZNF292",5007,"ZNF292","ZNF292"
"CCNC",5009,"CCNC","CCNC"
"SMIM8",5010,"SMIM8","SMIM8"
"SLC35A1",5011,"SLC35A1","SLC35A1"
"ASCC3",5012,"ASCC3","ASCC3"
"TRAM2",5015,"TRAM2","TRAM2"
"ORC3",5016,"ORC3","ORC3"
"GSTA4",5023,"GSTA4","GSTA4"
"CILK1",5024,"CILK1","CILK1"
"RNGTT",5025,"RNGTT","RNGTT"
"FBXO9",5026,"FBXO9","FBXO9"
"HACE1",5028,"HACE1","HACE1"
"GCM1",5030,"GCM1","GCM1"
"PM20D2",5031,"PM20D2","PM20D2"
"ELOVL5",5032,"ELOVL5","ELOVL5"
"SRSF12",5033,"SRSF12","SRSF12"
"PREP",5034,"PREP","PREP"
"GCLC",5037,"GCLC","GCLC"
"UBE2J1",5038,"UBE2J1","UBE2J1"
"RRAGD",5039,"RRAGD","RRAGD"
"ANKRD6",5040,"ANKRD6","ANKRD6"
"PRDM1",5041,"PRDM1","PRDM1"
"ATG5",5042,"ATG5","ATG5"
"LYRM2",5043,"LYRM2","LYRM2"
"MDN1",5044,"MDN1","MDN1"
"CRYBG1",5045,"CRYBG1","CRYBG1"
"CD164",5046,"CD164","CD164"
"KLHL31",5048,"KLHL31","KLHL31"
"LRRC1",5049,"LRRC1","LRRC1"
"PPIL6",5050,"PPIL6","PPIL6"
"SMPD2",5051,"SMPD2","SMPD2"
"MICAL1",5052,"MICAL1","MICAL1"
"MLIP",5053,"MLIP","MLIP"
"PPP1R10",5054,"PPP1R10","PPP1R10"
"LRRC73",5055,"LRRC73","LRRC73"
"RAB44",5056,"RAB44","RAB44"
"SDHAF4",5057,"SDHAF4","SDHAF4"
"SMAP1",5058,"SMAP1","SMAP1"
"CPNE5",5059,"CPNE5","CPNE5"
"YIPF3",5060,"YIPF3","YIPF3"
"DLA-DRA",5061,"DLA-DRA","HLA-DRA"
"PPIL1",5062,"PPIL1","PPIL1"
"C12H6orf89",5063,"C12H6orf89","C6orf89"
"MRPS18B",5064,"MRPS18B","MRPS18B"
"POLR1C",5065,"POLR1C","POLR1C"
"ATAT1",5066,"ATAT1","ATAT1"
"MTCH1",5067,"MTCH1","MTCH1"
"C12H6orf136",5068,"C12H6orf136","C6orf136"
"DHX16",5069,"DHX16","DHX16"
"XPO5",5070,"XPO5","XPO5"
"FGD2",5071,"FGD2","FGD2"
"PIM1",5072,"PIM1","PIM1"
"PPP1R18",5073,"PPP1R18","PPP1R18"
"POLH",5075,"POLH","POLH"
"NRM",5077,"NRM","NRM"
"GTPBP2",5079,"GTPBP2","GTPBP2"
"HLA-DQB2",5082,"HLA-DQB2","HLA-DQB2"
"MAD2L1BP",5083,"MAD2L1BP","MAD2L1BP"
"MRPS18A",5084,"MRPS18A","MRPS18A"
"MDC1",5085,"MDC1","MDC1"
"CCDC167",5086,"CCDC167","CCDC167"
"RSPH9",5087,"RSPH9","RSPH9"
"DST",5091,"DST","DST"
"FLOT1",5092,"FLOT1","FLOT1"
"IER3",5093,"IER3","IER3"
"B3GAT2",5095,"B3GAT2","B3GAT2"
"FIG4",5096,"FIG4","FIG4"
"RTN4IP1",5097,"RTN4IP1","RTN4IP1"
"ZFAND3",5098,"ZFAND3","ZFAND3"
"DDR1",5099,"DDR1","DDR1"
"VEGFA",5100,"VEGFA","VEGFA"
"TAP1",5101,"TAP1","TAP1"
"QRSL1",5102,"QRSL1","QRSL1"
"BTBD9",5103,"BTBD9","BTBD9"
"OGFRL1",5104,"OGFRL1","OGFRL1"
"GLO1",5105,"GLO1","GLO1"
"GTF2H4",5106,"GTF2H4","GTF2H4"
"VARS2",5107,"VARS2","VARS2"
"CASP8AP2",5108,"CASP8AP2","CASP8AP2"
"GJA10",5109,"GJA10","GJA10"
"BACH2",5110,"BACH2","BACH2"
"MAP3K7",5112,"MAP3K7","MAP3K7"
"MRPL14",5113,"MRPL14","MRPL14"
"PSMB9",5114,"PSMB9","PSMB9"
"DLA-DMA",5115,"DLA-DMA","HLA-DMA"
"BRD2",5116,"BRD2","BRD2"
"DLA-DOA",5117,"DLA-DOA","HLA-DOA"
"MANEA",5119,"MANEA","MANEA"
"WASF1",5120,"WASF1","WASF1"
"MTRES1",5121,"MTRES1","MTRES1"
"TMEM63B",5122,"TMEM63B","TMEM63B"
"DNAH8",5123,"DNAH8","DNAH8"
"COL11A2",5124,"COL11A2","COL11A2"
"RIMS1",5125,"RIMS1","RIMS1"
"ZNF451",5126,"ZNF451","ZNF451"
"CCHCR1",5127,"CCHCR1","CCHCR1"
"CDC40",5128,"CDC40","CDC40"
"PDSS2",5129,"PDSS2","PDSS2"
"RXRB",5130,"RXRB","RXRB"
"SLC39A7",5131,"SLC39A7","SLC39A7"
"SLC29A1",5132,"SLC29A1","SLC29A1"
"CDK19",5133,"CDK19","CDK19"
"SOBP",5134,"SOBP","SOBP"
"AMD1",5136,"AMD1","AMD1"
"KCNQ5",5137,"KCNQ5","KCNQ5"
"TCF19",5138,"TCF19","TCF19"
"BAG2",5139,"BAG2","BAG2"
"RING1",5140,"RING1","RING1"
"RAB23",5141,"RAB23","RAB23"
"SCML4",5142,"SCML4","SCML4"
"VPS52",5144,"VPS52","VPS52"
"RPS18",5145,"RPS18","RPS18"
"PRIM2",5147,"PRIM2","PRIM2"
"OSTM1",5149,"OSTM1","OSTM1"
"WDR46",5150,"WDR46","WDR46"
"SAYSD1",5151,"SAYSD1","SAYSD1"
"SNX3",5152,"SNX3","SNX3"
"KCNK5",5153,"KCNK5","KCNK5"
"SLC16A10",5154,"SLC16A10","SLC16A10"
"SLC35B2",5158,"SLC35B2","SLC35B2"
"MFSD4B",5159,"MFSD4B","MFSD4B"
"AFG1L",5160,"AFG1L","AFG1L"
"REV3L",5161,"REV3L","REV3L"
"RGL2",5162,"RGL2","RGL2"
"NFKBIE",5163,"NFKBIE","NFKBIE"
"TMEM151B",5164,"TMEM151B","TMEM151B"
"TAPBP",5165,"TAPBP","TAPBP"
"FOXO3",5166,"FOXO3","FOXO3"
"PTP4A1",5167,"PTP4A1","PTP4A1"
"AARS2",5168,"AARS2","AARS2"
"MCCD1",5169,"MCCD1","MCCD1"
"ARMC2",5170,"ARMC2","ARMC2"
"SESN1",5171,"SESN1","SESN1"
"ZBTB22",5172,"ZBTB22","ZBTB22"
"DDX39B",5173,"DDX39B","DDX39B"
"DAXX",5174,"DAXX","DAXX"
"PHF3",5175,"PHF3","PHF3"
"CEP57L1",5177,"CEP57L1","CEP57L1"
"MOCS1",5179,"MOCS1","MOCS1"
"NFKBIL1",5180,"NFKBIL1","NFKBIL1"
"LTA",5181,"LTA","LTA"
